record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
11210,2E+3,2.099999999999999944675704237E-8,3.2e-13,NIFS
11210,4E+3,4.61000000000000010720635339E-11,7.8e-13,NIFS
10836,1E+3,3.620000000000000165488766667E-11,3e-13,NIFS
10836,2E+3,6.229999999999999424348901158E-11,6e-13,NIFS
10836,4E+3,9.769999999999999607602607353E-11,1.1e-12,NIFS
11211,1E+3,6.98999999999999949792004572E-13,4.4e-14,NIFS
11211,2E+3,6.789999999999999946229178015E-12,1.8e-13,NIFS
11211,4E+3,2.889999999999999842917699698E-11,6.1e-13,NIFS
10837,1E+3,1.010000000000000027749231339E-9,1e-12,NIFS
10837,2E+3,1.360000000000000059887546006E-9,1e-12,NIFS
10837,4E+3,1.809999999999999953497412622E-9,4e-12,NIFS
11212,1E+3,2.600000000000000028484640531E-13,2.7e-14,NIFS
11212,2E+3,2.060000000000000108008304001E-12,9.9e-14,NIFS
11212,4E+3,1.370000000000000018892837351E-11,4.1e-13,NIFS
10838,1E+3,4.970000000000000027264125511E-11,3e-13,NIFS
10838,2E+3,6.550000000000000645758850157E-11,5e-13,NIFS
10838,4E+3,1.010000000000000001899837197E-10,1.1e-12,NIFS
11213,1E+3,2.869999999999999887748612927E-13,2.8e-14,NIFS
11213,2E+3,1.220000000000000052202098968E-12,7.7e-14,NIFS
11213,4E+3,7.420000000000000291006419395E-12,3e-13,NIFS
10839,1E+3,8.840000000000000298796169541E-12,1.6e-13,NIFS
10839,2E+3,2.280000000000000139934076992E-11,3.2e-13,NIFS
10839,4E+3,4.720000000000000244338274928E-11,7.6e-13,NIFS
11214,1E+3,2.299999999999999792180576158E-13,2.5e-14,NIFS
11214,2E+3,1.170000000000000063305186173E-12,7.5e-14,NIFS
11214,4E+3,4.830000000000000219911483076E-12,2.5e-13,NIFS
10840,1E+3,7.439999999999999640330330956E-11,4e-13,NIFS
10840,2E+3,1.070000000000000053199617906E-10,7e-13,NIFS
10840,4E+3,1.570000000000000006792231208E-10,1.4e-12,NIFS
11215,1E+3,1.830000000000000027816050517E-13,2.2e-14,NIFS
11215,2E+3,6.840000000000000137074482546E-13,5.7e-14,NIFS
11215,4E+3,3.899999999999999941752764928E-12,2.2e-13,NIFS
10841,1E+3,9.590000000000001004666913762E-10,1e-12,NIFS
10841,2E+3,1.2699999999999999570884808E-9,3e-12,NIFS
10841,4E+3,1.650000000000000092424868248E-9,3e-12,NIFS
11216,1E+3,1.280000000000000099462911842E-13,1.9e-14,NIFS
11216,2E+3,7.369999999999999898212723127E-13,6e-14,NIFS
11216,4E+3,3.319999999999999989769219815E-12,2.1e-13,NIFS
11568,1E+3,1.570000000000000006792231208E-10,9e-13,NIFS
11568,2E+3,3.499999999999999804395263826E-10,1.8e-12,NIFS
11568,4E+3,6.599999999999999956109166717E-10,3.3e-12,NIFS
10922,1E+3,7.20000000000000001674257632E-12,2e-13,NIFS
10922,2E+3,1.410000000000000010010367587E-11,3.4e-13,NIFS
10922,4E+3,2.099999999999999856787764153E-11,6.1e-13,NIFS
11297,1E+3,7.239999999999999846301393166E-12,2e-13,NIFS
11297,2E+3,1.599999999999999967818636207E-11,3.7e-13,NIFS
11297,4E+3,3.079999999999999962284681706E-11,7.4e-13,NIFS
10923,1E+3,7.35000000000000079122688165E-12,2.1e-13,NIFS
10923,2E+3,1.300000000000000034437159439E-11,3.3e-13,NIFS
10923,4E+3,2.0399999999999998701114688E-11,5.9e-13,NIFS
11298,1E+3,9.209999999999999731957184053E-12,2.3e-13,NIFS
11298,2E+3,2.050000000000000029449564748E-11,4.1e-13,NIFS
11298,4E+3,4.119999999999999731340467835E-11,8.7e-13,NIFS
10932,1E+3,6.399999999999999871274544827E-11,5.8e-13,NIFS
10932,2E+3,1.160000000000000000902318258E-10,9e-13,NIFS
10932,4E+3,1.679999999999999885430211323E-10,1.7e-12,NIFS
11307,1E+3,8.629999999999999578025247204E-13,7.1e-14,NIFS
11307,2E+3,3.670000000000000315944392851E-12,1.7e-14,NIFS
11307,4E+3,1.130000000000000072187655937E-11,4.4e-13,NIFS
10933,1E+3,7.819999999999999879064294973E-10,1.6e-12,NIFS
10933,2E+3,1.099999999999999923753143407E-9,2e-12,NIFS
10933,4E+3,1.409999999999999887225745411E-9,4e-12,NIFS
11308,1E+3,9.440000000000000165559123077E-13,7.4e-14,NIFS
11308,2E+3,3.020000000000000056387743048E-12,1.6e-14,NIFS
11308,4E+3,7.999999999999999839093181034E-12,3.8e-13,NIFS
10934,1E+3,1.049999999999999993017367432E-10,7e-13,NIFS
10934,2E+3,1.340000000000000025554689675E-10,1.1e-12,NIFS
10934,4E+3,1.550000000000000075856951446E-10,1.7e-12,NIFS
11309,1E+3,9.150000000000000391515742257E-13,7.2e-14,NIFS
11309,2E+3,2.349999999999999882051684821E-12,1.4e-13,NIFS
11309,4E+3,6.129999999999999931231215736E-12,3.3e-14,NIFS
10935,1E+3,9.360000000000000506441489384E-12,2.3e-13,NIFS
10935,2E+3,1.440000000000000003348515264E-11,3.5e-13,NIFS
10935,4E+3,1.859999999999999910082582739E-11,5.8e-13,NIFS
11310,1E+3,6.729999999999999596045777535E-13,6.2e-14,NIFS
11310,2E+3,1.669999999999999952274314119E-12,1.2e-13,NIFS
11310,4E+3,3.400000000000000052783636981E-12,2.4e-13,NIFS
10936,1E+3,8.690000000000000332105431157E-13,7e-14,NIFS
10936,2E+3,1.410000000000000050400045935E-12,1.1e-13,NIFS
10936,4E+3,1.629999999999999920767105536E-12,1.7e-13,NIFS
11311,1E+3,2.470000000000000077547506438E-13,3.8e-14,NIFS
11311,2E+3,7.810000000000000042843625804E-13,8e-14,NIFS
11311,4E+3,1.239999999999999966981507391E-12,1.5e-13,NIFS
10924,1E+3,8.130000000000000294901294468E-12,2.2e-13,NIFS
10924,2E+3,1.410000000000000010010367587E-11,3.4e-13,NIFS
10924,4E+3,2.150000000000000007243390337E-11,6.2e-13,NIFS
11299,1E+3,1.29000000000000003665777688E-11,2.7e-13,NIFS
11299,2E+3,2.689999999999999887330048519E-11,4.6e-13,NIFS
11299,4E+3,5.289999999999999956204367397E-11,9.5e-13,NIFS
10925,1E+3,1.009999999999999937276351841E-11,2e-13,NIFS
10925,2E+3,1.590000000000000131597967037E-11,3.7e-13,NIFS
10925,4E+3,2.340000000000000126610372346E-11,6.3e-13,NIFS
11300,1E+3,1.670000000000000113833027509E-11,3e-13,NIFS
11300,2E+3,3.559999999999999855695044535E-11,5.3e-13,NIFS
11300,4E+3,6.55999999999999983574466577E-11,1e-12,NIFS
10926,1E+3,1.170000000000000063305186173E-11,2.6e-13,NIFS
10926,2E+3,1.950000000000000051655739159E-11,3.9e-13,NIFS
10926,4E+3,2.969999999999999825152760169E-11,7.1e-13,NIFS
11301,1E+3,2.200000000000000157699016521E-11,3.5e-13,NIFS
11301,2E+3,4.650000000000000098323883626E-11,6e-13,NIFS
11301,4E+3,8.189999999999999635342736264E-11,1.2e-12,NIFS
10927,1E+3,1.420000000000000007789750146E-11,2.8e-13,NIFS
10927,2E+3,2.469999999999999936183632223E-11,4.4e-13,NIFS
10927,4E+3,3.879999999999999784635286421E-11,8.1e-13,NIFS
11302,1E+3,2.749999999999999874006343873E-11,3.9e-13,NIFS
11302,2E+3,5.45999999999999975689515751E-11,6.6e-13,NIFS
11302,4E+3,8.729999999999999838546821225E-11,1.2e-12,NIFS
10928,1E+3,4.749999999999999753000282437E-11,5.2e-13,NIFS
10928,2E+3,7.930000000000000016196216511E-11,7.9e-13,NIFS
10928,4E+3,1.170000000000000095616928851E-10,1.7e-12,NIFS
11303,1E+3,1.799999999999999923406287385E-11,3.3e-13,NIFS
11303,2E+3,4.370000000000000160501171976E-11,6.1e-13,NIFS
11303,4E+3,7.700000000000000551946557823E-11,1.2e-12,NIFS
10929,1E+3,9.069999999999999698422342873E-10,1.8e-12,NIFS
10929,2E+3,1.310000000000000025754193462E-9,3e-12,NIFS
10929,4E+3,1.68000000000000019562294103E-9,5e-12,NIFS
11304,1E+3,2.520000000000000167418615101E-12,1.2e-13,NIFS
11304,2E+3,1.519999999999999985583575735E-11,3.5e-13,NIFS
11304,4E+3,4.579999999999999952309492324E-11,9.2e-13,NIFS
10930,1E+3,3.319999999999999908989863121E-11,4.3e-13,NIFS
10930,2E+3,5.919999999999999977864181999E-11,7.1e-13,NIFS
10930,4E+3,9.529999999999999660897425939E-11,1.3e-12,NIFS
11305,1E+3,1.429999999999999965179454358E-12,9e-14,NIFS
11305,2E+3,6.589999999999999990641526836E-12,2.3e-13,NIFS
11305,4E+3,2.560000000000000077756788642E-11,6.7e-13,NIFS
10931,1E+3,1.38000000000000001667221991E-11,2.8e-13,NIFS
10931,2E+3,3.070000000000000126064012537E-11,4.9e-13,NIFS
10931,4E+3,4.819999999999999899014673738E-11,9.2e-13,NIFS
11306,1E+3,1.220000000000000052202098968E-12,8.4e-14,NIFS
11306,2E+3,4.24999999999999986403115449E-12,1.9e-13,NIFS
11306,4E+3,1.699999999999999945612461796E-11,5.4e-13,NIFS
11573,1E+3,4.379999999999999867474870434E-10,1.3e-12,NIFS
11573,2E+3,7.690000000000000327984976519E-10,3.1e-12,NIFS
11573,4E+3,1.209999999999999957487488375E-9,5e-12,NIFS
10937,1E+3,7.160000000000000187183759473E-12,1.9e-13,NIFS
10937,2E+3,1.160000000000000065525803614E-11,3.6e-13,NIFS
10937,4E+3,1.590000000000000131597967037E-11,6e-13,NIFS
11312,1E+3,9.399999999999999528206739284E-12,2.3e-13,NIFS
11312,2E+3,1.730000000000000100509322862E-11,4.3e-13,NIFS
11312,4E+3,2.990000000000000143828952065E-11,8.4e-13,NIFS
10938,1E+3,6.779999999999999786891082066E-12,1.9e-13,NIFS
10938,2E+3,1.170000000000000063305186173E-11,3.5e-13,NIFS
10938,4E+3,1.550000000000000140480436801E-11,5.9e-13,NIFS
11313,1E+3,1.039999999999999930614499518E-11,2.3e-13,NIFS
11313,2E+3,2.0399999999999998701114688E-11,4.7e-13,NIFS
11313,4E+3,3.730000000000000302620688205E-11,9.3e-13,NIFS
10947,1E+3,8.109999999999999976225102572E-12,2e-13,NIFS
10947,2E+3,1.270000000000000041099011762E-11,3.7e-13,NIFS
10947,4E+3,1.959999999999999887876408328E-11,6.7e-13,NIFS
11322,1E+3,2.010000000000000119111391207E-12,1e-14,NIFS
11322,2E+3,6.610000000000000309317718732E-12,2.6e-13,NIFS
11322,4E+3,2.03000000000000003389079963E-11,6.9e-13,NIFS
10948,1E+3,2.329999999999999967272276398E-11,3.5e-13,NIFS
10948,2E+3,3.489999999999999709680653233E-11,6.3e-13,NIFS
10948,4E+3,4.010000000000000240443399854E-11,9.6e-13,NIFS
11323,1E+3,1.960000000000000130214478412E-12,1e-14,NIFS
11323,2E+3,5.180000000000000142189872638E-12,2.4e-13,NIFS
11323,4E+3,1.340000000000000025554689675E-11,5.5e-13,NIFS
10949,1E+3,8.159999999999999480445875198E-11,6.5e-13,NIFS
10949,2E+3,1.190000000000000026552208613E-10,1.1e-12,NIFS
10949,4E+3,1.429999999999999973257390027E-10,1.9e-12,NIFS
11324,1E+3,1.860000000000000152420652823E-12,9.9e-14,NIFS
11324,2E+3,4.799999999999999741897195231E-12,2.3e-13,NIFS
11324,4E+3,8.469999999999999250048021136E-12,4.4e-13,NIFS
10950,1E+3,1.469999999999999886826737836E-9,3e-12,NIFS
10950,2E+3,1.910000000000000228559270848E-9,4e-12,NIFS
10950,4E+3,2.630000000000000223771179944E-9,5e-12,NIFS
11325,1E+3,1.560000000000000017090784318E-12,9e-14,NIFS
11325,2E+3,3.839999999999999793517756185E-12,2e-13,NIFS
11325,4E+3,5.430000000000000086674436611E-12,3.5e-13,NIFS
10951,1E+3,4.680000000000000253220744692E-11,5.1e-13,NIFS
10951,2E+3,6.110000000000000097231164008E-11,7.9e-13,NIFS
10951,4E+3,7.190000000000000503639333929E-11,1.3e-12,NIFS
11326,1E+3,8.48000000000000021717968403E-13,6.7e-14,NIFS
11326,2E+3,1.33999999999999994477533298E-12,1.2e-13,NIFS
11326,4E+3,1.769999999999999930068139709E-12,2e-13,NIFS
10939,1E+3,7.620000000000000246594070573E-12,2e-13,NIFS
10939,2E+3,1.320000000000000029995924557E-11,3.8e-12,NIFS
10939,4E+3,1.839999999999999914523817621E-11,6.4e-13,NIFS
11314,1E+3,1.390000000000000014451602469E-11,2.6e-13,NIFS
11314,2E+3,2.680000000000000051109379349E-11,5.4e-13,NIFS
11314,4E+3,5.16000000000000014663110752E-11,1.1e-12,NIFS
10940,1E+3,9.750000000000000258278695793E-12,2.2e-13,NIFS
10940,2E+3,1.599999999999999967818636207E-11,4.2e-13,NIFS
10940,4E+3,2.209999999999999993919685691E-11,7.1e-13,NIFS
11315,1E+3,1.979999999999999883435173446E-11,3.2e-13,NIFS
11315,2E+3,3.669999999999999992826966072E-11,6.2e-13,NIFS
11315,4E+3,6.669999999999999972876587308E-11,1.3e-12,NIFS
10941,1E+3,1.20000000000000005664333385E-11,2.5e-13,NIFS
10941,2E+3,1.879999999999999905641347857E-11,4.5e-13,NIFS
10941,4E+3,2.669999999999999891771283401E-11,7.7e-13,NIFS
11316,1E+3,2.800000000000000024461970057E-11,3.9e-13,NIFS
11316,2E+3,5.350000000000000265998089529E-11,7.5e-13,NIFS
11316,4E+3,9.229999999999999404398522393E-11,1.5e-12,NIFS
10942,1E+3,1.4799999999999999944660455E-11,2.8e-13,NIFS
10942,2E+3,2.509999999999999927301162458E-11,5.3e-13,NIFS
10942,4E+3,3.78000000000000012995888761E-11,9.5e-13,NIFS
11317,1E+3,3.829999999999999957297087015E-11,4.6e-13,NIFS
11317,2E+3,7.169999999999999538728288475E-11,8.6e-13,NIFS
11317,4E+3,1.110000000000000044317148142E-10,1.6e-12,NIFS
10943,1E+3,2.58000000000000007331555376E-11,3.6e-13,NIFS
10943,2E+3,5.069999999999999681940524322E-11,7.6e-13,NIFS
10943,4E+3,8.729999999999999838546821225E-11,1.4e-12,NIFS
11318,1E+3,5.069999999999999681940524322E-11,5.1e-13,NIFS
11318,2E+3,8.829999999999999493223220036E-11,9.7e-13,NIFS
11318,4E+3,1.250000000000000077851989322E-10,1.6e-12,NIFS
10944,1E+3,1.79000000000000002256213286E-9,1.8e-11,NIFS
10944,2E+3,2.399999999999999984039696988E-9,5e-12,NIFS
10944,4E+3,3.18999999999999994432023839E-9,6e-12,NIFS
11319,1E+3,2.420000000000000108845432817E-11,3.6e-13,NIFS
11319,2E+3,5.590000000000000212703270943E-11,7.8e-13,NIFS
11319,4E+3,1.019999999999999967367477078E-10,1.5e-12,NIFS
10945,1E+3,2.489999999999999931742397341E-11,3.5e-13,NIFS
10945,2E+3,4.06000000000000006778159926E-11,6.5e-13,NIFS
10945,4E+3,6.579999999999999508186004109E-11,1.3e-12,NIFS
11320,1E+3,3.710000000000000145503209697E-12,1.4e-13,NIFS
11320,2E+3,1.859999999999999910082582739E-11,4.5e-13,NIFS
11320,4E+3,5.649999999999999876262139518E-11,1.1e-12,NIFS
10946,1E+3,5.740000000000000179394009327E-12,1.7e-13,NIFS
10946,2E+3,1.009999999999999937276351841E-11,3.3e-13,NIFS
10946,4E+3,1.930000000000000056096974041E-11,6.5e-13,NIFS
11321,1E+3,2.340000000000000126610372346E-12,1.1e-13,NIFS
11321,2E+3,9.599999999999999483794390462E-12,3.3e-13,NIFS
11321,4E+3,3.420000000000000209901115489E-11,8.9e-13,NIFS
11553,1E+3,1.38000000000000001667221991E-11,1.9e-13,NIFS
11553,2E+3,4.33000000000000016938364174E-11,5.2e-13,NIFS
11553,4E+3,1.369999999999999921957609318E-10,1.4e-12,NIFS
10877,1E+3,2.95000000000000015271142183E-12,9e-14,NIFS
10877,2E+3,7.559999999999999290565494884E-12,2.1e-13,NIFS
10877,4E+3,1.75999999999999993228875715E-11,4.8e-13,NIFS
11252,1E+3,2.510000000000000008080519153E-12,8.5e-14,NIFS
11252,2E+3,7.320000000000000313212593806E-12,2e-13,NIFS
11252,4E+3,2.429999999999999945066101987E-11,5.6e-13,NIFS
10878,1E+3,3.239999999999999926754802649E-12,1e-13,NIFS
10878,2E+3,8.079999999999999498210814727E-12,2.2e-13,NIFS
10878,4E+3,1.690000000000000109391792626E-11,4.6e-13,NIFS
11253,1E+3,6.150000000000000249907407633E-12,1.4e-13,NIFS
11253,2E+3,1.599999999999999967818636207E-11,3e-13,NIFS
11253,4E+3,3.479999999999999873459984064E-11,6.6e-13,NIFS
10887,1E+3,2.099999999999999937567120848E-12,7.8e-13,NIFS
10887,2E+3,4.499999999999999808515718463E-12,1.6e-13,NIFS
10887,4E+3,8.94000000000000027658999513E-12,3.4e-13,NIFS
11262,2E+3,2.609999999999999985874344742E-13,3.9e-14,NIFS
11262,4E+3,1.420000000000000007789750146E-12,1.3e-13,NIFS
10888,1E+3,1.249999999999999924371211602E-12,6e-14,NIFS
10888,2E+3,2.410000000000000030286693564E-12,1.2e-13,NIFS
10888,4E+3,4.260000000000000023369250438E-12,2.3e-13,NIFS
11263,2E+3,1.859999999999999899985163152E-13,3.3e-14,NIFS
11263,4E+3,1.239999999999999966981507391E-12,1.3e-13,NIFS
10889,1E+3,5.469999999999999916233253458E-13,4e-14,NIFS
10889,2E+3,1.10999999999999991507017743E-12,8e-14,NIFS
10889,4E+3,1.839999999999999833744460926E-12,1.5e-13,NIFS
11264,2E+3,2.499999999999999949716619073E-13,3.8e-14,NIFS
11264,4E+3,9.210000000000000135853967527E-13,1.1e-13,NIFS
10890,1E+3,1.899999999999999981979469669E-13,2.3e-13,NIFS
10890,2E+3,3.829999999999999836128051973E-13,4.7e-14,NIFS
10890,4E+3,6.140000000000000090569311684E-13,8.8e-14,NIFS
11265,2E+3,1.220000000000000102689196902E-13,2.7e-14,NIFS
11265,4E+3,6.899999999999999881412707816E-13,9.4e-14,NIFS
10891,1E+3,4.030000000000000246099584559E-14,1.1e-14,NIFS
10891,2E+3,5.809999999999999982096134677E-14,1.8e-14,NIFS
10891,4E+3,1.149999999999999896090288079E-13,3.8e-14,NIFS
11266,2E+3,7.560000000000000098359061831E-14,2.1e-14,NIFS
11266,4E+3,2.170000000000000093678931736E-13,5.3e-14,NIFS
10879,1E+3,4.180000000000000364251616745E-12,1e-13,NIFS
10879,2E+3,9.950000000000000213866346971E-12,2.4e-13,NIFS
10879,4E+3,2.019999999999999874552703682E-11,5.1e-13,NIFS
11254,1E+3,3.100000000000000119402160214E-12,9.3e-14,NIFS
11254,2E+3,1.180000000000000061084568732E-11,2.6e-12,NIFS
11254,4E+3,3.249999999999999762975471819E-11,6.5e-13,NIFS
10880,1E+3,7.620000000000000246594070573E-12,1.4e-13,NIFS
10880,2E+3,1.679999999999999950053696678E-11,3.2e-13,NIFS
10880,4E+3,3.239999999999999926754802649E-11,6.5e-13,NIFS
11255,1E+3,1.919999999999999896758878092E-13,2.3e-14,NIFS
11255,2E+3,2.859999999999999930358908715E-12,1.3e-13,NIFS
11255,4E+3,1.919999999999999896758878092E-11,5e-13,NIFS
10881,1E+3,3.820000000000000121076417846E-11,3e-13,NIFS
10881,2E+3,7.480000000000000277682714748E-11,6.7e-13,NIFS
10881,4E+3,1.199999999999999992019848494E-10,1.2e-12,NIFS
11256,1E+3,1.379999999999999925795443629E-13,2e-14,NIFS
11256,2E+3,9.300000000000000762103264114E-13,7.3e-14,NIFS
11256,4E+3,9.250000000000000369309567846E-12,3.4e-13,NIFS
10882,1E+3,1.060000000000000061882583882E-9,1e-11,NIFS
10882,2E+3,1.429999999999999818161025174E-9,3e-12,NIFS
10882,4E+3,1.900000000000000056296477828E-9,4e-12,NIFS
11257,1E+3,1.259999999999999932248013748E-13,1.9e-14,NIFS
11257,2E+3,7.84999999999999987240244265E-13,6.8e-14,NIFS
11257,4E+3,4.840000000000000379249579024E-12,2.5e-13,NIFS
10883,1E+3,3.77000000000000029373821844E-11,3e-13,NIFS
10883,2E+3,9.769999999999999607602607353E-11,7.8e-13,NIFS
10883,4E+3,2.070000000000000089631815221E-10,1.7e-12,NIFS
11258,1E+3,1.180000000000000020694890385E-13,1.8e-14,NIFS
11258,2E+3,7.030000000000000337220821249E-13,6.4e-14,NIFS
11258,4E+3,3.460000000000000201018645724E-12,2.1e-13,NIFS
10884,1E+3,1.060000000000000061882583882E-9,1e-12,NIFS
10884,2E+3,1.400000000000000128553258669E-9,3e-12,NIFS
10884,4E+3,1.829999999999999884432692384E-9,4e-12,NIFS
11259,1E+3,6.330000000000000543151140059E-14,1.3e-14,NIFS
11259,2E+3,5.059999999999999643771463416E-13,5.4e-14,NIFS
11259,4E+3,2.67999999999999988955066596E-12,1.8e-13,NIFS
10885,1E+3,4.260000000000000023369250438E-11,3e-13,NIFS
10885,2E+3,8.639999999999999373856238027E-11,6.9e-13,NIFS
10885,4E+3,1.330000000000000060087049794E-10,1.3e-12,NIFS
11260,1E+3,6.619999999999999812323541537E-14,1.4e-14,NIFS
11260,2E+3,4.120000000000000115042412134E-13,4.9e-14,NIFS
11260,4E+3,1.910000000000000141317565617E-12,1.6e-13,NIFS
10886,1E+3,6.119999999999999771893119788E-12,1.3e-13,NIFS
10886,2E+3,1.330000000000000027775307116E-11,2.8e-13,NIFS
10886,4E+3,2.369999999999999958389806633E-11,5.5e-13,NIFS
11261,1E+3,4.310000000000000062753261167E-14,1.1e-14,NIFS
11261,2E+3,2.499999999999999949716619073E-13,3.8e-14,NIFS
11261,4E+3,1.679999999999999909664018331E-12,1.5e-13,NIFS
11558,1E+3,5.110000000000000319292908115E-11,5.1e-13,NIFS
11558,2E+3,1.180000000000000061084568732E-10,8e-13,NIFS
11558,4E+3,2.780000000000000222773661006E-10,1.9e-12,NIFS
10892,1E+3,5.879999999999999986746651763E-12,1.7e-13,NIFS
10892,2E+3,1.330000000000000027775307116E-11,3.1e-13,NIFS
10892,4E+3,2.150000000000000007243390337E-11,6e-13,NIFS
11267,1E+3,4.130000000000000375354703951E-12,1.4e-13,NIFS
11267,2E+3,1.009999999999999937276351841E-11,2.6e-13,NIFS
11267,4E+3,2.840000000000000015579500292E-11,6.8e-13,NIFS
10893,1E+3,6.669999999999999649759160529E-12,1.8e-13,NIFS
10893,2E+3,1.250000000000000045540246644E-11,2.9e-13,NIFS
10893,4E+3,2.110000000000000016125860101E-11,5.9e-13,NIFS
11268,1E+3,8.609999999999999865194230518E-12,2.1e-13,NIFS
11268,2E+3,1.930000000000000056096974041E-11,3.7e-13,NIFS
11268,4E+3,4.119999999999999731340467835E-11,8.2e-13,NIFS
10902,1E+3,5.859999999999999668070459867E-12,1.7e-13,NIFS
10902,2E+3,8.550000000000000524752788721E-12,2.4e-13,NIFS
10902,4E+3,1.280000000000000038878394321E-11,4.6e-13,NIFS
11277,1E+3,1.899999999999999981979469669E-13,3.1e-14,NIFS
11277,2E+3,9.159999999999999339163487786E-13,7.9e-14,NIFS
11277,4E+3,3.480000000000000115798054147E-12,2.4e-13,NIFS
10903,1E+3,3.059999999999999885946559894E-12,1.2e-13,NIFS
10903,2E+3,4.409999999999999990059988822E-12,1.7e-13,NIFS
10903,4E+3,5.979999999999999964540477352E-12,3.1e-13,NIFS
11278,1E+3,1.899999999999999981979469669E-13,3.1e-14,NIFS
11278,2E+3,8.750000000000000076443656427E-13,7.7e-14,NIFS
11278,4E+3,2.360000000000000041389780769E-12,2e-13,NIFS
10904,1E+3,1.460000000000000039296958729E-12,8.6e-14,NIFS
10904,2E+3,1.980000000000000044993886835E-12,1.1e-13,NIFS
10904,4E+3,2.970000000000000067490830253E-12,2.2e-13,NIFS
11279,1E+3,1.750000000000000116262927154E-13,3e-14,NIFS
11279,2E+3,6.919999999999999796192116239E-13,6.9e-14,NIFS
11279,4E+3,2.229999999999999989478450808E-12,1.9e-13,NIFS
10905,1E+3,5.249999999999999843917802119E-13,5.1e-14,NIFS
10905,2E+3,8.950000000000000233979699342E-13,7.8e-14,NIFS
10905,4E+3,1.030000000000000054004152001E-12,1.3e-13,NIFS
11280,1E+3,1.049999999999999943540011457E-13,2.3e-14,NIFS
11280,2E+3,4.470000000000000138294997565E-13,5.5e-14,NIFS
11280,4E+3,1.329999999999999987385628768E-12,1.5e-13,NIFS
10906,1E+3,1.199999999999999935474298808E-13,2.4e-14,NIFS
10906,2E+3,1.079999999999999941926868927E-13,2.7e-14,NIFS
10906,4E+3,1.309999999999999971632024477E-13,4.6e-14,NIFS
11281,1E+3,7.000000000000000465051708615E-14,1.9e-14,NIFS
11281,2E+3,1.899999999999999981979469669E-13,3.6e-14,NIFS
11281,4E+3,4.439999999999999761254905589E-13,8.5e-14,NIFS
10894,1E+3,7.630000000000000405932166522E-12,2e-13,NIFS
10894,2E+3,1.340000000000000025554689675E-11,2.9e-13,NIFS
10894,4E+3,2.249999999999999985037215926E-11,6.1e-13,NIFS
11269,1E+3,1.390000000000000014451602469E-11,2.6e-13,NIFS
11269,2E+3,2.840000000000000015579500292E-11,4.3e-13,NIFS
11269,4E+3,5.249999999999999965086837161E-11,9.5e-13,NIFS
10895,1E+3,9.319999999999999869089105591E-12,2.1e-13,NIFS
10895,2E+3,1.619999999999999963377401325E-11,3.2e-13,NIFS
10895,4E+3,2.449999999999999940624867105E-11,6.4e-13,NIFS
11270,1E+3,1.420000000000000007789750146E-11,2.7e-13,NIFS
